Municipios;Sexo;Periodo;Total
50288 Villanueva de Gállego;Total;2023;4.806
50290 Villanueva de Huerva;Total;2023;385
50289 Villanueva de Jiloca;Total;2023;69
50291 Villar de los Navarros;Total;2023;148
50292 Villarreal de Huerva;Total;2023;278
50293 Villarroya de la Sierra;Total;2023;430
50294 Villarroya del Campo;Total;2023;71
50282 Vilueña, La;Total;2023;63
50295 Vistabella;Total;2023;51
50296 Zaida, La;Total;2023;439
50297 Zaragoza;Total;2023;682.513
50298 Zuera;Total;2023;8.677
